_id,id,group,edad_1,edad_2,hijos,tipo,,,,,,,,,,,,,,,,,,,,
2341011,2341011,4,23,41,1,D,,,2924,29,24,,,24,29,2429,2429,2924,2924,,,,32180,1,0,3218010
2342011,2342011,4,23,42,1,D,,,2925,29,25,,,25,29,2529,2529,2925,2925,,,,33180,1,0,3318010
2343011,2343011,4,23,43,1,D,,,2926,29,26,,,26,29,2629,2629,2926,2926,,,,34180,1,0,3418010
2344011,2344011,4,23,44,1,D,,,2927,29,27,,,27,29,2729,2729,2927,2927,,,,35180,1,0,3518010
2345011,2345011,4,23,45,1,D,,,2928,29,28,,,28,29,2829,2829,2928,2928,,,,36180,1,0,3618010
2334031,2334031,4,23,34,3,D,,,3018,30,18,,,18,30,1830,1830,3018,3018,,,,37180,1,0,3718010
2335031,2335031,4,23,35,3,D,,,3019,30,19,,,19,30,1930,1930,3019,3019,,,,38180,1,0,3818010
2336031,2336031,4,23,36,3,D,,,3020,30,20,,,20,30,2030,2030,3020,3020,,,,39180,1,0,3918010
2337031,2337031,4,23,37,3,D,,,3021,30,21,,,21,30,2130,2130,3021,3021,,,,40180,1,0,4018010
2338031,2338031,4,23,38,3,D,,,3022,30,22,,,22,30,2230,2230,3022,3022,,,,41180,1,0,4118010
2339031,2339031,4,23,39,3,D,,,3023,30,23,,,23,30,2330,2330,3023,3023,,,,42180,1,0,4218010
2340031,2340031,4,23,40,3,D,,,3024,30,24,,,24,30,2430,2430,3024,3024,,,,43180,1,0,4318010
2341031,2341031,4,23,41,3,D,,,3025,30,25,,,25,30,2530,2530,3025,3025,,,,44180,1,0,4418010
2342031,2342031,4,23,42,3,D,,,3026,30,26,,,26,30,2630,2630,3026,3026,,,,45180,1,0,4518010
2343031,2343031,4,23,43,3,D,,,3027,30,27,,,27,30,2730,2730,3027,3027,,,,46180,1,0,4618010
2344031,2344031,4,23,44,3,D,,,3028,30,28,,,28,30,2830,2830,3028,3028,,,,47180,1,0,4718010
2345031,2345031,4,23,45,3,D,,,3029,30,29,,,29,30,2930,2930,3029,3029,,,,48180,1,0,4818010
2434011,2434011,4,24,34,1,D,,,3118,31,18,,,18,31,1831,1831,3118,3118,,,,49180,1,0,4918010
2435011,2435011,4,24,35,1,D,,,3119,31,19,,,19,31,1931,1931,3119,3119,,,,50180,1,0,5018010
2436011,2436011,4,24,36,1,D,,,3120,31,20,,,20,31,2031,2031,3120,3120,,,,51180,1,0,5118010
2437011,2437011,4,24,37,1,D,,,3121,31,21,,,21,31,2131,2131,3121,3121,,,,52180,1,0,5218010
2438011,2438011,4,24,38,1,D,,,3122,31,22,,,22,31,2231,2231,3122,3122,,,,53180,1,0,5318010
2439011,2439011,4,24,39,1,D,,,3123,31,23,,,23,31,2331,2331,3123,3123,,,,54180,1,0,5418010
2440011,2440011,4,24,40,1,D,,,3124,31,24,,,24,31,2431,2431,3124,3124,,,,55180,1,0,5518010
2441011,2441011,4,24,41,1,D,,,3125,31,25,,,25,31,2531,2531,3125,3125,,,,56180,1,0,5618010
2442011,2442011,4,24,42,1,D,,,3126,31,26,,,26,31,2631,2631,3126,3126,,,,57180,1,0,5718010
2443011,2443011,4,24,43,1,D,,,3127,31,27,,,27,31,2731,2731,3127,3127,,,,58180,1,0,5818010
2444011,2444011,4,24,44,1,D,,,3128,31,28,,,28,31,2831,2831,3128,3128,,,,59180,1,0,5918010
2445011,2445011,4,24,45,1,D,,,3129,31,29,,,29,31,2931,2931,3129,3129,,,,60180,1,0,6018010
2446011,2446011,4,24,46,1,D,,,3130,31,30,,,30,31,3031,3031,3130,3130,,,,61180,1,0,6118010
2433031,2433031,4,24,33,3,D,,,3218,32,18,,,18,32,1832,1832,3218,3218,,,,62180,1,0,6218010
2434031,2434031,4,24,34,3,D,,,3219,32,19,,,19,32,1932,1932,3219,3219,,,,63180,1,0,6318010
2435031,2435031,4,24,35,3,D,,,3220,32,20,,,20,32,2032,2032,3220,3220,,,,64180,1,0,6418010
2436031,2436031,4,24,36,3,D,,,3221,32,21,,,21,32,2132,2132,3221,3221,,,,19190,1,0,1919010
2437031,2437031,4,24,37,3,D,,,3222,32,22,,,22,32,2232,2232,3222,3222,,,,20190,1,0,2019010
2438031,2438031,4,24,38,3,D,,,3223,32,23,,,23,32,2332,2332,3223,3223,,,,21190,1,0,2119010
2439031,2439031,4,24,39,3,D,,,3224,32,24,,,24,32,2432,2432,3224,3224,,,,22190,1,0,2219010
2440031,2440031,4,24,40,3,D,,,3225,32,25,,,25,32,2532,2532,3225,3225,,,,23190,1,0,2319010
2441031,2441031,4,24,41,3,D,,,3226,32,26,,,26,32,2632,2632,3226,3226,,,,24190,1,0,2419010
2442031,2442031,4,24,42,3,D,,,3227,32,27,,,27,32,2732,2732,3227,3227,,,,25190,1,0,2519010
2443031,2443031,4,24,43,3,D,,,3228,32,28,,,28,32,2832,2832,3228,3228,,,,26190,1,0,2619010
2444031,2444031,4,24,44,3,D,,,3229,32,29,,,29,32,2932,2932,3229,3229,,,,27190,1,0,2719010
2445031,2445031,4,24,45,3,D,,,3230,32,30,,,30,32,3032,3032,3230,3230,,,,28190,1,0,2819010
2446031,2446031,4,24,46,3,D,,,3231,32,31,,,31,32,3132,3132,3231,3231,,,,29190,1,0,2919010
2533011,2533011,4,25,33,1,D,,,3318,33,18,,,18,33,1833,1833,3318,3318,,,,30190,1,0,3019010
2534011,2534011,4,25,34,1,D,,,3319,33,19,,,19,33,1933,1933,3319,3319,,,,31190,1,0,3119010
2535011,2535011,4,25,35,1,D,,,3320,33,20,,,20,33,2033,2033,3320,3320,,,,32190,1,0,3219010
2536011,2536011,4,25,36,1,D,,,3321,33,21,,,21,33,2133,2133,3321,3321,,,,33190,1,0,3319010
2537011,2537011,4,25,37,1,D,,,3322,33,22,,,22,33,2233,2233,3322,3322,,,,34190,1,0,3419010
2538011,2538011,4,25,38,1,D,,,3323,33,23,,,23,33,2333,2333,3323,3323,,,,35190,1,0,3519010
2539011,2539011,4,25,39,1,D,,,3324,33,24,,,24,33,2433,2433,3324,3324,,,,36190,1,0,3619010
2540011,2540011,4,25,40,1,D,,,3325,33,25,,,25,33,2533,2533,3325,3325,,,,37190,1,0,3719010
2541011,2541011,4,25,41,1,D,,,3326,33,26,,,26,33,2633,2633,3326,3326,,,,38190,1,0,3819010
2542011,2542011,4,25,42,1,D,,,3327,33,27,,,27,33,2733,2733,3327,3327,,,,39190,1,0,3919010
2543011,2543011,4,25,43,1,D,,,3328,33,28,,,28,33,2833,2833,3328,3328,,,,40190,1,0,4019010
2544011,2544011,4,25,44,1,D,,,3329,33,29,,,29,33,2933,2933,3329,3329,,,,41190,1,0,4119010
2545011,2545011,4,25,45,1,D,,,3330,33,30,,,30,33,3033,3033,3330,3330,,,,42190,1,0,4219010
2546011,2546011,4,25,46,1,D,,,3331,33,31,,,31,33,3133,3133,3331,3331,,,,43190,1,0,4319010
2547011,2547011,4,25,47,1,D,,,3332,33,32,,,32,33,3233,3233,3332,3332,,,,44190,1,0,4419010
2532031,2532031,4,25,32,3,D,,,3418,34,18,,,18,34,1834,1834,3418,3418,,,,45190,1,0,4519010
2533031,2533031,4,25,33,3,D,,,3419,34,19,,,19,34,1934,1934,3419,3419,,,,46190,1,0,4619010
2534031,2534031,4,25,34,3,D,,,3420,34,20,,,20,34,2034,2034,3420,3420,,,,47190,1,0,4719010
2535031,2535031,4,25,35,3,D,,,3421,34,21,,,21,34,2134,2134,3421,3421,,,,48190,1,0,4819010
2536031,2536031,4,25,36,3,D,,,3422,34,22,,,22,34,2234,2234,3422,3422,,,,49190,1,0,4919010
2537031,2537031,4,25,37,3,D,,,3423,34,23,,,23,34,2334,2334,3423,3423,,,,50190,1,0,5019010
2538031,2538031,4,25,38,3,D,,,3424,34,24,,,24,34,2434,2434,3424,3424,,,,51190,1,0,5119010
2539031,2539031,4,25,39,3,D,,,3425,34,25,,,25,34,2534,2534,3425,3425,,,,52190,1,0,5219010
2540031,2540031,4,25,40,3,D,,,3426,34,26,,,26,34,2634,2634,3426,3426,,,,53190,1,0,5319010
2541031,2541031,4,25,41,3,D,,,3427,34,27,,,27,34,2734,2734,3427,3427,,,,54190,1,0,5419010
2542031,2542031,4,25,42,3,D,,,3428,34,28,,,28,34,2834,2834,3428,3428,,,,55190,1,0,5519010
2543031,2543031,4,25,43,3,D,,,3429,34,29,,,29,34,2934,2934,3429,3429,,,,56190,1,0,5619010
2544031,2544031,4,25,44,3,D,,,3430,34,30,,,30,34,3034,3034,3430,3430,,,,57190,1,0,5719010
2545031,2545031,4,25,45,3,D,,,3431,34,31,,,31,34,3134,3134,3431,3431,,,,58190,1,0,5819010
2546031,2546031,4,25,46,3,D,,,3432,34,32,,,32,34,3234,3234,3432,3432,,,,59190,1,0,5919010
2547031,2547031,4,25,47,3,D,,,3433,34,33,,,33,34,3334,3334,3433,3433,,,,60190,1,0,6019010
2632011,2632011,4,26,32,1,D,,,3518,35,18,3518,,18,35,1835,1835,3518,3518,,,,61190,1,0,6119010
2633011,2633011,4,26,33,1,D,,,3519,35,19,3519,,19,35,1935,1935,3519,3519,,,,62190,1,0,6219010
2634011,2634011,4,26,34,1,D,,,3520,35,20,3520,,20,35,2035,2035,3520,3520,,,,63190,1,0,6319010
2635011,2635011,4,26,35,1,D,,,3521,35,21,3521,,21,35,2135,2135,3521,3521,,,,64190,1,0,6419010
2636011,2636011,4,26,36,1,D,,,3522,35,22,3522,,22,35,2235,2235,3522,3522,,,,20200,1,0,2020010
2637011,2637011,4,26,37,1,D,,,3523,35,23,3523,,23,35,2335,2335,3523,3523,,,,21200,1,0,2120010
2638011,2638011,4,26,38,1,D,,,3524,35,24,3524,,24,35,2435,2435,3524,3524,,,,22200,1,0,2220010
2639011,2639011,4,26,39,1,D,,,3525,35,25,3525,,25,35,2535,2535,3525,3525,,,,23200,1,0,2320010
2640011,2640011,4,26,40,1,D,,,3526,35,26,3526,,26,35,2635,2635,3526,3526,,,,24200,1,0,2420010
2641011,2641011,4,26,41,1,D,,,3527,35,27,3527,,27,35,2735,2735,3527,3527,,,,25200,1,0,2520010
2642011,2642011,4,26,42,1,D,,,3528,35,28,3528,,28,35,2835,2835,3528,3528,,,,26200,1,0,2620010
2643011,2643011,4,26,43,1,D,,,3529,35,29,3529,,29,35,2935,2935,3529,3529,,,,27200,1,0,2720010
2644011,2644011,4,26,44,1,D,,,3530,35,30,3530,,30,35,3035,3035,3530,3530,,,,28200,1,0,2820010
2645011,2645011,4,26,45,1,D,,,3531,35,31,3531,,31,35,3135,3135,3531,3531,,,,29200,1,0,2920010
2646011,2646011,4,26,46,1,D,,,3532,35,32,3532,,32,35,3235,3235,3532,3532,,,,30200,1,0,3020010
2647011,2647011,4,26,47,1,D,,,3533,35,33,3533,,33,35,3335,3335,3533,3533,,,,31200,1,0,3120010
2648011,2648011,4,26,48,1,D,,,3534,35,34,3534,,34,35,3435,3435,3534,3534,,,,32200,1,0,3220010
2631031,2631031,4,26,31,3,D,,,3618,36,18,3618,,18,36,1836,1836,3618,3618,,,,33200,1,0,3320010
2632031,2632031,4,26,32,3,D,,,3619,36,19,3619,,19,36,1936,1936,3619,3619,,,,34200,1,0,3420010
2633031,2633031,4,26,33,3,D,,,3620,36,20,3620,,20,36,2036,2036,3620,3620,,,,35200,1,0,3520010
2634031,2634031,4,26,34,3,D,,,3621,36,21,3621,,21,36,2136,2136,3621,3621,,,,36200,1,0,3620010
2635031,2635031,4,26,35,3,D,,,3622,36,22,3622,,22,36,2236,2236,3622,3622,,,,37200,1,0,3720010
2636031,2636031,4,26,36,3,D,,,3623,36,23,3623,,23,36,2336,2336,3623,3623,,,,38200,1,0,3820010
2637031,2637031,4,26,37,3,D,,,3624,36,24,3624,,24,36,2436,2436,3624,3624,,,,39200,1,0,3920010
2638031,2638031,4,26,38,3,D,,,3625,36,25,3625,,25,36,2536,2536,3625,3625,,,,40200,1,0,4020010
2639031,2639031,4,26,39,3,D,,,3626,36,26,3626,,26,36,2636,2636,3626,3626,,,,41200,1,0,4120010
2640031,2640031,4,26,40,3,D,,,3627,36,27,3627,,27,36,2736,2736,3627,3627,,,,42200,1,0,4220010
2641031,2641031,4,26,41,3,D,,,3628,36,28,3628,,28,36,2836,2836,3628,3628,,,,43200,1,0,4320010
2642031,2642031,4,26,42,3,D,,,3629,36,29,3629,,29,36,2936,2936,3629,3629,,,,44200,1,0,4420010
2643031,2643031,4,26,43,3,D,,,3630,36,30,3630,,30,36,3036,3036,3630,3630,,,,45200,1,0,4520010
2644031,2644031,4,26,44,3,D,,,3631,36,31,3631,,31,36,3136,3136,3631,3631,,,,46200,1,0,4620010
2645031,2645031,4,26,45,3,D,,,3632,36,32,3632,,32,36,3236,3236,3632,3632,,,,47200,1,0,4720010
2646031,2646031,4,26,46,3,D,,,3633,36,33,3633,,33,36,3336,3336,3633,3633,,,,48200,1,0,4820010
2647031,2647031,4,26,47,3,D,,,3634,36,34,3634,,34,36,3436,3436,3634,3634,,,,49200,1,0,4920010
2648031,2648031,4,26,48,3,D,,,3635,36,35,3635,,35,36,3536,3536,3635,3635,,,,50200,1,0,5020010
2731011,2731011,4,27,31,1,D,,,3718,37,18,3718,,18,37,1837,1837,3718,3718,,,,51200,1,0,5120010
2732011,2732011,4,27,32,1,D,,,3719,37,19,3719,,19,37,1937,1937,3719,3719,,,,52200,1,0,5220010
2733011,2733011,4,27,33,1,D,,,3720,37,20,3720,,20,37,2037,2037,3720,3720,,,,53200,1,0,5320010
2734011,2734011,4,27,34,1,D,,,3721,37,21,3721,,21,37,2137,2137,3721,3721,,,,54200,1,0,5420010
2735011,2735011,4,27,35,1,D,,,3722,37,22,3722,,22,37,2237,2237,3722,3722,,,,55200,1,0,5520010
2736011,2736011,4,27,36,1,D,,,3723,37,23,3723,,23,37,2337,2337,3723,3723,,,,56200,1,0,5620010
2737011,2737011,4,27,37,1,D,,,3724,37,24,3724,,24,37,2437,2437,3724,3724,,,,57200,1,0,5720010
2738011,2738011,4,27,38,1,D,,,3725,37,25,3725,,25,37,2537,2537,3725,3725,,,,58200,1,0,5820010
2739011,2739011,4,27,39,1,D,,,3726,37,26,3726,,26,37,2637,2637,3726,3726,,,,59200,1,0,5920010
2740011,2740011,4,27,40,1,D,,,3727,37,27,3727,,27,37,2737,2737,3727,3727,,,,60200,1,0,6020010
2741011,2741011,4,27,41,1,D,,,3728,37,28,3728,,28,37,2837,2837,3728,3728,,,,61200,1,0,6120010
2742011,2742011,4,27,42,1,D,,,3729,37,29,3729,,29,37,2937,2937,3729,3729,,,,62200,1,0,6220010
2743011,2743011,4,27,43,1,D,,,3730,37,30,3730,,30,37,3037,3037,3730,3730,,,,63200,1,0,6320010
2744011,2744011,4,27,44,1,D,,,3731,37,31,3731,,31,37,3137,3137,3731,3731,,,,64200,1,0,6420010
2745011,2745011,4,27,45,1,D,,,3732,37,32,3732,,32,37,3237,3237,3732,3732,,,,21210,1,0,2121010
2746011,2746011,4,27,46,1,D,,,3733,37,33,3733,,33,37,3337,3337,3733,3733,,,,22210,1,0,2221010
2747011,2747011,4,27,47,1,D,,,3734,37,34,3734,,34,37,3437,3437,3734,3734,,,,23210,1,0,2321010
2748011,2748011,4,27,48,1,D,,,3735,37,35,3735,,35,37,3537,3537,3735,3735,,,,24210,1,0,2421010
2749011,2749011,4,27,49,1,D,,,3736,37,36,3736,,36,37,3637,3637,3736,3736,,,,25210,1,0,2521010
2730031,2730031,4,27,30,3,D,,,3818,38,18,3818,,18,38,1838,1838,3818,3818,,,,26210,1,0,2621010
2731031,2731031,4,27,31,3,D,,,3819,38,19,3819,,19,38,1938,1938,3819,3819,,,,27210,1,0,2721010
2732031,2732031,4,27,32,3,D,,,3820,38,20,3820,,20,38,2038,2038,3820,3820,,,,28210,1,0,2821010
2733031,2733031,4,27,33,3,D,,,3821,38,21,3821,,21,38,2138,2138,3821,3821,,,,29210,1,0,2921010
2734031,2734031,4,27,34,3,D,,,3822,38,22,3822,,22,38,2238,2238,3822,3822,,,,30210,1,0,3021010
2735031,2735031,4,27,35,3,D,,,3823,38,23,3823,,23,38,2338,2338,3823,3823,,,,31210,1,0,3121010
2736031,2736031,4,27,36,3,D,,,3824,38,24,3824,,24,38,2438,2438,3824,3824,,,,32210,1,0,3221010
2737031,2737031,4,27,37,3,D,,,3825,38,25,3825,,25,38,2538,2538,3825,3825,,,,33210,1,0,3321010
2738031,2738031,4,27,38,3,D,,,3826,38,26,3826,,26,38,2638,2638,3826,3826,,,,34210,1,0,3421010
2739031,2739031,4,27,39,3,D,,,3827,38,27,3827,,27,38,2738,2738,3827,3827,,,,35210,1,0,3521010
2740031,2740031,4,27,40,3,D,,,3828,38,28,3828,,28,38,2838,2838,3828,3828,,,,36210,1,0,3621010
2741031,2741031,4,27,41,3,D,,,3829,38,29,3829,,29,38,2938,2938,3829,3829,,,,37210,1,0,3721010
2742031,2742031,4,27,42,3,D,,,3830,38,30,3830,,30,38,3038,3038,3830,3830,,,,38210,1,0,3821010
2743031,2743031,4,27,43,3,D,,,3831,38,31,3831,,31,38,3138,3138,3831,3831,,,,39210,1,0,3921010
2744031,2744031,4,27,44,3,D,,,3832,38,32,3832,,32,38,3238,3238,3832,3832,,,,40210,1,0,4021010
2745031,2745031,4,27,45,3,D,,,3833,38,33,3833,,33,38,3338,3338,3833,3833,,,,41210,1,0,4121010
2746031,2746031,4,27,46,3,D,,,3834,38,34,3834,,34,38,3438,3438,3834,3834,,,,42210,1,0,4221010
2747031,2747031,4,27,47,3,D,,,3835,38,35,3835,,35,38,3538,3538,3835,3835,,,,43210,1,0,4321010
2748031,2748031,4,27,48,3,D,,,3836,38,36,3836,,36,38,3638,3638,3836,3836,,,,44210,1,0,4421010
2749031,2749031,4,27,49,3,D,,,3837,38,37,3837,,37,38,3738,3738,3837,3837,,,,45210,1,0,4521010
2830011,2830011,4,28,30,1,D,,,3918,39,18,3918,,18,39,1839,1839,3918,3918,,,,46210,1,0,4621010
2831011,2831011,4,28,31,1,D,,,3919,39,19,3919,,19,39,1939,1939,3919,3919,,,,47210,1,0,4721010
2832011,2832011,4,28,32,1,D,,,3920,39,20,3920,,20,39,2039,2039,3920,3920,,,,48210,1,0,4821010
2833011,2833011,4,28,33,1,D,,,3921,39,21,3921,,21,39,2139,2139,3921,3921,,,,49210,1,0,4921010
2834011,2834011,4,28,34,1,D,,,3922,39,22,3922,,22,39,2239,2239,3922,3922,,,,50210,1,0,5021010
2835011,2835011,4,28,35,1,D,,,3923,39,23,3923,,23,39,2339,2339,3923,3923,,,,51210,1,0,5121010
2836011,2836011,4,28,36,1,D,,,3924,39,24,3924,,24,39,2439,2439,3924,3924,,,,52210,1,0,5221010
2837011,2837011,4,28,37,1,D,,,3925,39,25,3925,,25,39,2539,2539,3925,3925,,,,53210,1,0,5321010
2838011,2838011,4,28,38,1,D,,,3926,39,26,3926,,26,39,2639,2639,3926,3926,,,,54210,1,0,5421010
2839011,2839011,4,28,39,1,D,,,3927,39,27,3927,,27,39,2739,2739,3927,3927,,,,55210,1,0,5521010
2840011,2840011,4,28,40,1,D,,,3928,39,28,3928,,28,39,2839,2839,3928,3928,,,,56210,1,0,5621010
2841011,2841011,4,28,41,1,D,,,3929,39,29,3929,,29,39,2939,2939,3929,3929,,,,57210,1,0,5721010
2842011,2842011,4,28,42,1,D,,,3930,39,30,3930,,30,39,3039,3039,3930,3930,,,,58210,1,0,5821010
2843011,2843011,4,28,43,1,D,,,3931,39,31,3931,,31,39,3139,3139,3931,3931,,,,59210,1,0,5921010
2844011,2844011,4,28,44,1,D,,,3932,39,32,3932,,32,39,3239,3239,3932,3932,,,,60210,1,0,6021010
2845011,2845011,4,28,45,1,D,,,3933,39,33,3933,,33,39,3339,3339,3933,3933,,,,61210,1,0,6121010
2846011,2846011,4,28,46,1,D,,,3934,39,34,3934,,34,39,3439,3439,3934,3934,,,,62210,1,0,6221010
2847011,2847011,4,28,47,1,D,,,3935,39,35,3935,,35,39,3539,3539,3935,3935,,,,63210,1,0,6321010
2848011,2848011,4,28,48,1,D,,,3936,39,36,3936,,36,39,3639,3639,3936,3936,,,,64210,1,0,6421010
2849011,2849011,4,28,49,1,D,,,3937,39,37,3937,,37,39,3739,3739,3937,3937,,,,22220,1,0,2222010
2850011,2850011,4,28,50,1,D,,,3938,39,38,3938,,38,39,3839,3839,3938,3938,,,,23220,1,0,2322010
2829031,2829031,4,28,29,3,D,,,4018,40,18,4018,,18,40,1840,1840,4018,4018,,,,24220,1,0,2422010
2830031,2830031,4,28,30,3,D,,,4019,40,19,4019,,19,40,1940,1940,4019,4019,,,,25220,1,0,2522010
2831031,2831031,4,28,31,3,D,,,4020,40,20,4020,,20,40,2040,2040,4020,4020,,,,26220,1,0,2622010
2832031,2832031,4,28,32,3,D,,,4021,40,21,4021,,21,40,2140,2140,4021,4021,,,,27220,1,0,2722010
2833031,2833031,4,28,33,3,D,,,4022,40,22,4022,,22,40,2240,2240,4022,4022,,,,28220,1,0,2822010
2834031,2834031,4,28,34,3,D,,,4023,40,23,4023,,23,40,2340,2340,4023,4023,,,,29220,1,0,2922010
2835031,2835031,4,28,35,3,D,,,4024,40,24,4024,,24,40,2440,2440,4024,4024,,,,30220,1,0,3022010
2836031,2836031,4,28,36,3,D,,,4025,40,25,4025,,25,40,2540,2540,4025,4025,,,,31220,1,0,3122010
2837031,2837031,4,28,37,3,D,,,4026,40,26,4026,,26,40,2640,2640,4026,4026,,,,32220,1,0,3222010
2838031,2838031,4,28,38,3,D,,,4027,40,27,4027,,27,40,2740,2740,4027,4027,,,,33220,1,0,3322010
2839031,2839031,4,28,39,3,D,,,4028,40,28,4028,,28,40,2840,2840,4028,4028,,,,34220,1,0,3422010
2840031,2840031,4,28,40,3,D,,,4029,40,29,4029,,29,40,2940,2940,4029,4029,,,,35220,1,0,3522010
2841031,2841031,4,28,41,3,D,,,4030,40,30,4030,,30,40,3040,3040,4030,4030,,,,36220,1,0,3622010
2842031,2842031,4,28,42,3,D,,,4031,40,31,4031,,31,40,3140,3140,4031,4031,,,,37220,1,0,3722010
2843031,2843031,4,28,43,3,D,,,4032,40,32,4032,,32,40,3240,3240,4032,4032,,,,38220,1,0,3822010
2844031,2844031,4,28,44,3,D,,,4033,40,33,4033,,33,40,3340,3340,4033,4033,,,,39220,1,0,3922010
2845031,2845031,4,28,45,3,D,,,4034,40,34,4034,,34,40,3440,3440,4034,4034,,,,40220,1,0,4022010
2846031,2846031,4,28,46,3,D,,,4035,40,35,4035,,35,40,3540,3540,4035,4035,,,,41220,1,0,4122010
2847031,2847031,4,28,47,3,D,,,4036,40,36,4036,,36,40,3640,3640,4036,4036,,,,42220,1,0,4222010
2848031,2848031,4,28,48,3,D,,,4037,40,37,4037,,37,40,3740,3740,4037,4037,,,,43220,1,0,4322010
2849031,2849031,4,28,49,3,D,,,4038,40,38,4038,,38,40,3840,3840,4038,4038,,,,44220,1,0,4422010
2850031,2850031,4,28,50,3,D,,,4039,40,39,4039,,39,40,3940,3940,4039,4039,,,,45220,1,0,4522010
2929011,2929011,4,29,29,1,D,,,4118,41,18,4118,,18,41,1841,1841,4118,4118,,,,46220,1,0,4622010
2930011,2930011,4,29,30,1,D,,,4119,41,19,4119,,19,41,1941,1941,4119,4119,,,,47220,1,0,4722010
2931011,2931011,4,29,31,1,D,,,4120,41,20,4120,,20,41,2041,2041,4120,4120,,,,48220,1,0,4822010
2932011,2932011,4,29,32,1,D,,,4121,41,21,4121,,21,41,2141,2141,4121,4121,,,,49220,1,0,4922010
2933011,2933011,4,29,33,1,D,,,4122,41,22,4122,,22,41,2241,2241,4122,4122,,,,50220,1,0,5022010
2934011,2934011,4,29,34,1,D,,,4123,41,23,4123,,23,41,2341,2341,4123,4123,,,,51220,1,0,5122010
2935011,2935011,4,29,35,1,D,,,4124,41,24,4124,,24,41,2441,2441,4124,4124,,,,52220,1,0,5222010
2936011,2936011,4,29,36,1,D,,,4125,41,25,4125,,25,41,2541,2541,4125,4125,,,,53220,1,0,5322010
2937011,2937011,4,29,37,1,D,,,4126,41,26,4126,,26,41,2641,2641,4126,4126,,,,54220,1,0,5422010
2938011,2938011,4,29,38,1,D,,,4127,41,27,4127,,27,41,2741,2741,4127,4127,,,,55220,1,0,5522010
2939011,2939011,4,29,39,1,D,,,4128,41,28,4128,,28,41,2841,2841,4128,4128,,,,56220,1,0,5622010
2940011,2940011,4,29,40,1,D,,,4129,41,29,4129,,29,41,2941,2941,4129,4129,,,,57220,1,0,5722010
2941011,2941011,4,29,41,1,D,,,4130,41,30,4130,,30,41,3041,3041,4130,4130,,,,58220,1,0,5822010
2942011,2942011,4,29,42,1,D,,,4131,41,31,4131,,31,41,3141,3141,4131,4131,,,,59220,1,0,5922010
2943011,2943011,4,29,43,1,D,,,4132,41,32,4132,,32,41,3241,3241,4132,4132,,,,60220,1,0,6022010
2944011,2944011,4,29,44,1,D,,,4133,41,33,4133,,33,41,3341,3341,4133,4133,,,,61220,1,0,6122010
2945011,2945011,4,29,45,1,D,,,4134,41,34,4134,,34,41,3441,3441,4134,4134,,,,62220,1,0,6222010
2946011,2946011,4,29,46,1,D,,,4135,41,35,4135,,35,41,3541,3541,4135,4135,,,,63220,1,0,6322010
2947011,2947011,4,29,47,1,D,,,4136,41,36,4136,,36,41,3641,3641,4136,4136,,,,64220,1,0,6422010
2948011,2948011,4,29,48,1,D,,,4137,41,37,4137,,37,41,3741,3741,4137,4137,,,,23230,1,0,2323010
2949011,2949011,4,29,49,1,D,,,4138,41,38,4138,,38,41,3841,3841,4138,4138,,,,24230,1,0,2423010
2950011,2950011,4,29,50,1,D,,,4139,41,39,4139,,39,41,3941,3941,4139,4139,,,,25230,1,0,2523010
2951011,2951011,4,29,51,1,D,,,4140,41,40,4140,,40,41,4041,4041,4140,4140,,,,26230,1,0,2623010
2900031,2900031,2,29,0,3,D,,,4218,42,18,4218,,18,42,1842,1842,4218,4218,,,,27230,1,0,2723010
2929031,2929031,4,29,29,3,D,,,4219,42,19,4219,,19,42,1942,1942,4219,4219,,,,28230,1,0,2823010
2930031,2930031,4,29,30,3,D,,,4220,42,20,4220,,20,42,2042,2042,4220,4220,,,,29230,1,0,2923010
2931031,2931031,4,29,31,3,D,,,4221,42,21,4221,,21,42,2142,2142,4221,4221,,,,30230,1,0,3023010
2932031,2932031,4,29,32,3,D,,,4222,42,22,4222,,22,42,2242,2242,4222,4222,,,,31230,1,0,3123010
2933031,2933031,4,29,33,3,D,,,4223,42,23,4223,,23,42,2342,2342,4223,4223,,,,32230,1,0,3223010
2934031,2934031,4,29,34,3,D,,,4224,42,24,4224,,24,42,2442,2442,4224,4224,,,,33230,1,0,3323010
2935031,2935031,4,29,35,3,D,,,4225,42,25,4225,,25,42,2542,2542,4225,4225,,,,34230,1,0,3423010
2936031,2936031,4,29,36,3,D,,,4226,42,26,4226,,26,42,2642,2642,4226,4226,,,,35230,1,0,3523010
2937031,2937031,4,29,37,3,D,,,4227,42,27,4227,,27,42,2742,2742,4227,4227,,,,36230,1,0,3623010
2938031,2938031,4,29,38,3,D,,,4228,42,28,4228,,28,42,2842,2842,4228,4228,,,,37230,1,0,3723010
2939031,2939031,4,29,39,3,D,,,4229,42,29,4229,,29,42,2942,2942,4229,4229,,,,38230,1,0,3823010
2940031,2940031,4,29,40,3,D,,,4230,42,30,4230,,30,42,3042,3042,4230,4230,,,,39230,1,0,3923010
2941031,2941031,4,29,41,3,D,,,4231,42,31,4231,,31,42,3142,3142,4231,4231,,,,40230,1,0,4023010
2942031,2942031,4,29,42,3,D,,,4232,42,32,4232,,32,42,3242,3242,4232,4232,,,,41230,1,0,4123010
2943031,2943031,4,29,43,3,D,,,4233,42,33,4233,,33,42,3342,3342,4233,4233,,,,42230,1,0,4223010
