_id,id,group,edad_1,edad_2,hijos,tipo,,,,,,,,,,,,,,,,,,,,
1828021,1828021,4,18,28,2,D,,,1930,19,30,1930,,30,19,3019,3019,1930,1930,,1930,3019,30190,0,0,3019000
1829021,1829021,4,18,29,2,D,,,1931,19,31,1931,,31,19,3119,3119,1931,1931,,1931,3119,31190,0,0,3119000
1830021,1830021,4,18,30,2,D,,,1932,19,32,1932,,32,19,3219,3219,1932,1932,,1932,3219,32190,0,0,3219000
1831021,1831021,4,18,31,2,D,,,1933,19,33,1933,,33,19,3319,3319,1933,1933,,1933,3319,33190,0,0,3319000
1832021,1832021,4,18,32,2,D,,,1934,19,34,1934,,34,19,3419,3419,1934,1934,,1934,3419,34190,0,0,3419000
1833021,1833021,4,18,33,2,D,,,1935,19,35,1935,,35,19,3519,3519,1935,1935,,1935,3519,35190,0,0,3519000
1834021,1834021,4,18,34,2,D,,,1936,19,36,1936,,36,19,3619,3619,1936,1936,,1936,3619,36190,0,0,3619000
1835021,1835021,4,18,35,2,D,,,1937,19,37,1937,,37,19,3719,3719,1937,1937,,1937,3719,37190,0,0,3719000
1836021,1836021,4,18,36,2,D,,,1938,19,38,1938,,38,19,3819,3819,1938,1938,,1938,3819,38190,0,0,3819000
1837021,1837021,4,18,37,2,D,,,1939,19,39,1939,,39,19,3919,3919,1939,1939,,1939,3919,39190,0,0,3919000
1838021,1838021,4,18,38,2,D,,,1940,19,40,1940,,40,19,4019,4019,1940,1940,,1940,4019,40190,0,0,4019000
1839021,1839021,4,18,39,2,D,,,1941,19,41,1941,,41,19,4119,4119,1941,1941,,1941,4119,41190,0,0,4119000
1840021,1840021,4,18,40,2,D,,,1942,19,42,1942,,42,19,4219,4219,1942,1942,,1942,4219,42190,0,0,4219000
1800031,1800031,2,18,0,3,D,,,1943,19,43,1943,,43,19,4319,4319,1943,1943,,1943,4319,43190,0,0,4319000
1818031,1818031,4,18,18,3,D,,,1944,19,44,1944,,44,19,4419,4419,1944,1944,,1944,4419,44190,0,0,4419000
1819031,1819031,4,18,19,3,D,,,1945,19,45,1945,,45,19,4519,4519,1945,1945,,1945,4519,45190,0,0,4519000
1820031,1820031,4,18,20,3,D,,,1946,19,46,1946,,46,19,4619,4619,1946,1946,,1946,4619,46190,0,0,4619000
1821031,1821031,4,18,21,3,D,,,1947,19,47,1947,,47,19,4719,4719,1947,1947,,1947,4719,47190,0,0,4719000
1822031,1822031,4,18,22,3,D,,,1948,19,48,1948,,48,19,4819,4819,1948,1948,,1948,4819,48190,0,0,4819000
1823031,1823031,4,18,23,3,D,,,1949,19,49,1949,,49,19,4919,4919,1949,1949,,1949,4919,49190,0,0,4919000
1824031,1824031,4,18,24,3,D,,,1950,19,50,1950,,50,19,5019,5019,1950,1950,,1950,5019,50190,0,0,5019000
1825031,1825031,4,18,25,3,D,,,1951,19,51,1951,,51,19,5119,5119,1951,1951,,1951,5119,51190,0,0,5119000
1826031,1826031,4,18,26,3,D,,,1952,19,52,1952,,52,19,5219,5219,1952,1952,,1952,5219,52190,0,0,5219000
1827031,1827031,4,18,27,3,D,,,1953,19,53,1953,,53,19,5319,5319,1953,1953,,1953,5319,53190,0,0,5319000
1828031,1828031,4,18,28,3,D,,,1954,19,54,1954,,54,19,5419,5419,1954,1954,,1954,5419,54190,0,0,5419000
1829031,1829031,4,18,29,3,D,,,1955,19,55,1955,,55,19,5519,5519,1955,1955,,1955,5519,55190,0,0,5519000
1830031,1830031,4,18,30,3,D,,,1956,19,56,1956,,56,19,5619,5619,1956,1956,,1956,5619,56190,0,0,5619000
1831031,1831031,4,18,31,3,D,,,1957,19,57,1957,,57,19,5719,5719,1957,1957,,1957,5719,57190,0,0,5719000
1832031,1832031,4,18,32,3,D,,,1958,19,58,1958,,58,19,5819,5819,1958,1958,,1958,5819,58190,0,0,5819000
1833031,1833031,4,18,33,3,D,,,1959,19,59,1959,,59,19,5919,5919,1959,1959,,1959,5919,59190,0,0,5919000
1834031,1834031,4,18,34,3,D,,,1960,19,60,1960,,60,19,6019,6019,1960,1960,,1960,6019,60190,0,0,6019000
1835031,1835031,4,18,35,3,D,,,1961,19,61,1961,,61,19,6119,6119,1961,1961,,1961,6119,61190,0,0,6119000
1836031,1836031,4,18,36,3,D,,,1962,19,62,1962,,62,19,6219,6219,1962,1962,,1962,6219,62190,0,0,6219000
1837031,1837031,4,18,37,3,D,,,1963,19,63,1963,,63,19,6319,6319,1963,1963,,1963,6319,63190,0,0,6319000
1838031,1838031,4,18,38,3,D,,,1964,19,64,1964,,64,19,6419,6419,1964,1964,,1964,6419,64190,0,0,6419000
1900001,1900001,1,19,0,0,D,,,2020,20,20,2020,1,20,20,2020,2020,2020,2020,,2020,2020,20200,0,0,2020000
1919001,1919001,3,19,19,0,D,,,2021,20,21,2021,,21,20,2120,2120,2021,2021,,2021,2120,21200,0,0,2120000
1920001,1920001,3,19,20,0,D,,,2022,20,22,2022,,22,20,2220,2220,2022,2022,,2022,2220,22200,0,0,2220000
1921001,1921001,3,19,21,0,D,,,2023,20,23,2023,,23,20,2320,2320,2023,2023,,2023,2320,23200,0,0,2320000
1922001,1922001,3,19,22,0,D,,,2024,20,24,2024,,24,20,2420,2420,2024,2024,,2024,2420,24200,0,0,2420000
1923001,1923001,3,19,23,0,D,,,2025,20,25,2025,,25,20,2520,2520,2025,2025,,2025,2520,25200,0,0,2520000
1924001,1924001,3,19,24,0,D,,,2026,20,26,2026,,26,20,2620,2620,2026,2026,,2026,2620,26200,0,0,2620000
1925001,1925001,3,19,25,0,D,,,2027,20,27,2027,,27,20,2720,2720,2027,2027,,2027,2720,27200,0,0,2720000
1926001,1926001,3,19,26,0,D,,,2028,20,28,2028,,28,20,2820,2820,2028,2028,,2028,2820,28200,0,0,2820000
1927001,1927001,3,19,27,0,D,,,2029,20,29,2029,,29,20,2920,2920,2029,2029,,2029,2920,29200,0,0,2920000
1928001,1928001,3,19,28,0,D,,,2030,20,30,2030,,30,20,3020,3020,2030,2030,,2030,3020,30200,0,0,3020000
1929001,1929001,3,19,29,0,D,,,2031,20,31,2031,,31,20,3120,3120,2031,2031,,2031,3120,31200,0,0,3120000
1930001,1930001,3,19,30,0,D,,,2032,20,32,2032,,32,20,3220,3220,2032,2032,,2032,3220,32200,0,0,3220000
1931001,1931001,3,19,31,0,D,,,2033,20,33,2033,,33,20,3320,3320,2033,2033,,2033,3320,33200,0,0,3320000
1932001,1932001,3,19,32,0,D,,,2034,20,34,2034,,34,20,3420,3420,2034,2034,,2034,3420,34200,0,0,3420000
1933001,1933001,3,19,33,0,D,,,2035,20,35,2035,,35,20,3520,3520,2035,2035,,2035,3520,35200,0,0,3520000
1934001,1934001,3,19,34,0,D,,,2036,20,36,2036,,36,20,3620,3620,2036,2036,,2036,3620,36200,0,0,3620000
1935001,1935001,3,19,35,0,D,,,2037,20,37,2037,,37,20,3720,3720,2037,2037,,2037,3720,37200,0,0,3720000
1936001,1936001,3,19,36,0,D,,,2038,20,38,2038,,38,20,3820,3820,2038,2038,,2038,3820,38200,0,0,3820000
1937001,1937001,3,19,37,0,D,,,2039,20,39,2039,,39,20,3920,3920,2039,2039,,2039,3920,39200,0,0,3920000
1938001,1938001,3,19,38,0,D,,,2040,20,40,2040,,40,20,4020,4020,2040,2040,,2040,4020,40200,0,0,4020000
1939001,1939001,3,19,39,0,D,,,2041,20,41,2041,,41,20,4120,4120,2041,2041,,2041,4120,41200,0,0,4120000
1940001,1940001,3,19,40,0,D,,,2042,20,42,2042,,42,20,4220,4220,2042,2042,,2042,4220,42200,0,0,4220000
1941001,1941001,3,19,41,0,D,,,2043,20,43,2043,,43,20,4320,4320,2043,2043,,2043,4320,43200,0,0,4320000
1900011,1900011,2,19,0,1,D,,,2044,20,44,2044,,44,20,4420,4420,2044,2044,,2044,4420,44200,0,0,4420000
1919011,1919011,4,19,19,1,D,,,2045,20,45,2045,,45,20,4520,4520,2045,2045,,2045,4520,45200,0,0,4520000
1920011,1920011,4,19,20,1,D,,,2046,20,46,2046,,46,20,4620,4620,2046,2046,,2046,4620,46200,0,0,4620000
1921011,1921011,4,19,21,1,D,,,2047,20,47,2047,,47,20,4720,4720,2047,2047,,2047,4720,47200,0,0,4720000
1922011,1922011,4,19,22,1,D,,,2048,20,48,2048,,48,20,4820,4820,2048,2048,,2048,4820,48200,0,0,4820000
1923011,1923011,4,19,23,1,D,,,2049,20,49,2049,,49,20,4920,4920,2049,2049,,2049,4920,49200,0,0,4920000
1924011,1924011,4,19,24,1,D,,,2050,20,50,2050,,50,20,5020,5020,2050,2050,,2050,5020,50200,0,0,5020000
1925011,1925011,4,19,25,1,D,,,2051,20,51,2051,,51,20,5120,5120,2051,2051,,2051,5120,51200,0,0,5120000
1926011,1926011,4,19,26,1,D,,,2052,20,52,2052,,52,20,5220,5220,2052,2052,,2052,5220,52200,0,0,5220000
1927011,1927011,4,19,27,1,D,,,2053,20,53,2053,,53,20,5320,5320,2053,2053,,2053,5320,53200,0,0,5320000
1928011,1928011,4,19,28,1,D,,,2054,20,54,2054,,54,20,5420,5420,2054,2054,,2054,5420,54200,0,0,5420000
1929011,1929011,4,19,29,1,D,,,2055,20,55,2055,,55,20,5520,5520,2055,2055,,2055,5520,55200,0,0,5520000
1930011,1930011,4,19,30,1,D,,,2056,20,56,2056,,56,20,5620,5620,2056,2056,,2056,5620,56200,0,0,5620000
1931011,1931011,4,19,31,1,D,,,2057,20,57,2057,,57,20,5720,5720,2057,2057,,2057,5720,57200,0,0,5720000
1932011,1932011,4,19,32,1,D,,,2058,20,58,2058,,58,20,5820,5820,2058,2058,,2058,5820,58200,0,0,5820000
1933011,1933011,4,19,33,1,D,,,2059,20,59,2059,,59,20,5920,5920,2059,2059,,2059,5920,59200,0,0,5920000
1934011,1934011,4,19,34,1,D,,,2060,20,60,2060,,60,20,6020,6020,2060,2060,,2060,6020,60200,0,0,6020000
1935011,1935011,4,19,35,1,D,,,2061,20,61,2061,,61,20,6120,6120,2061,2061,,2061,6120,61200,0,0,6120000
1936011,1936011,4,19,36,1,D,,,2062,20,62,2062,,62,20,6220,6220,2062,2062,,2062,6220,62200,0,0,6220000
1937011,1937011,4,19,37,1,D,,,2063,20,63,2063,,63,20,6320,6320,2063,2063,,2063,6320,63200,0,0,6320000
1938011,1938011,4,19,38,1,D,,,2064,20,64,2064,,64,20,6420,6420,2064,2064,,2064,6420,64200,0,0,6420000
1900021,1900021,2,19,0,2,D,,,2121,21,21,2121,1,21,21,2121,2121,2121,2121,,2121,2121,21210,0,0,2121000
1919021,1919021,4,19,19,2,D,,,2122,21,22,2122,,22,21,2221,2221,2122,2122,,2122,2221,22210,0,0,2221000
1920021,1920021,4,19,20,2,D,,,2123,21,23,2123,,23,21,2321,2321,2123,2123,,2123,2321,23210,0,0,2321000
1921021,1921021,4,19,21,2,D,,,2124,21,24,2124,,24,21,2421,2421,2124,2124,,2124,2421,24210,0,0,2421000
1922021,1922021,4,19,22,2,D,,,2125,21,25,2125,,25,21,2521,2521,2125,2125,,2125,2521,25210,0,0,2521000
1923021,1923021,4,19,23,2,D,,,2126,21,26,2126,,26,21,2621,2621,2126,2126,,2126,2621,26210,0,0,2621000
1924021,1924021,4,19,24,2,D,,,2127,21,27,2127,,27,21,2721,2721,2127,2127,,2127,2721,27210,0,0,2721000
1925021,1925021,4,19,25,2,D,,,2128,21,28,2128,,28,21,2821,2821,2128,2128,,2128,2821,28210,0,0,2821000
1926021,1926021,4,19,26,2,D,,,2129,21,29,2129,,29,21,2921,2921,2129,2129,,2129,2921,29210,0,0,2921000
1927021,1927021,4,19,27,2,D,,,2130,21,30,2130,,30,21,3021,3021,2130,2130,,2130,3021,30210,0,0,3021000
1928021,1928021,4,19,28,2,D,,,2131,21,31,2131,,31,21,3121,3121,2131,2131,,2131,3121,31210,0,0,3121000
1929021,1929021,4,19,29,2,D,,,2132,21,32,2132,,32,21,3221,3221,2132,2132,,2132,3221,32210,0,0,3221000
1930021,1930021,4,19,30,2,D,,,2133,21,33,2133,,33,21,3321,3321,2133,2133,,2133,3321,33210,0,0,3321000
1931021,1931021,4,19,31,2,D,,,2134,21,34,2134,,34,21,3421,3421,2134,2134,,2134,3421,34210,0,0,3421000
1932021,1932021,4,19,32,2,D,,,2135,21,35,2135,,35,21,3521,3521,2135,2135,,2135,3521,35210,0,0,3521000
1933021,1933021,4,19,33,2,D,,,2136,21,36,2136,,36,21,3621,3621,2136,2136,,2136,3621,36210,0,0,3621000
1934021,1934021,4,19,34,2,D,,,2137,21,37,2137,,37,21,3721,3721,2137,2137,,2137,3721,37210,0,0,3721000
1935021,1935021,4,19,35,2,D,,,2138,21,38,2138,,38,21,3821,3821,2138,2138,,2138,3821,38210,0,0,3821000
1936021,1936021,4,19,36,2,D,,,2139,21,39,2139,,39,21,3921,3921,2139,2139,,2139,3921,39210,0,0,3921000
1937021,1937021,4,19,37,2,D,,,2140,21,40,2140,,40,21,4021,4021,2140,2140,,2140,4021,40210,0,0,4021000
1938021,1938021,4,19,38,2,D,,,2141,21,41,2141,,41,21,4121,4121,2141,2141,,2141,4121,41210,0,0,4121000
1939021,1939021,4,19,39,2,D,,,2142,21,42,2142,,42,21,4221,4221,2142,2142,,2142,4221,42210,0,0,4221000
1940021,1940021,4,19,40,2,D,,,2143,21,43,2143,,43,21,4321,4321,2143,2143,,2143,4321,43210,0,0,4321000
1941021,1941021,4,19,41,2,D,,,2144,21,44,2144,,44,21,4421,4421,2144,2144,,2144,4421,44210,0,0,4421000
1900031,1900031,2,19,0,3,D,,,2145,21,45,2145,,45,21,4521,4521,2145,2145,,2145,4521,45210,0,0,4521000
1919031,1919031,4,19,19,3,D,,,2146,21,46,2146,,46,21,4621,4621,2146,2146,,2146,4621,46210,0,0,4621000
1920031,1920031,4,19,20,3,D,,,2147,21,47,2147,,47,21,4721,4721,2147,2147,,2147,4721,47210,0,0,4721000
1921031,1921031,4,19,21,3,D,,,2148,21,48,2148,,48,21,4821,4821,2148,2148,,2148,4821,48210,0,0,4821000
1922031,1922031,4,19,22,3,D,,,2149,21,49,2149,,49,21,4921,4921,2149,2149,,2149,4921,49210,0,0,4921000
1923031,1923031,4,19,23,3,D,,,2150,21,50,2150,,50,21,5021,5021,2150,2150,,2150,5021,50210,0,0,5021000
1924031,1924031,4,19,24,3,D,,,2151,21,51,2151,,51,21,5121,5121,2151,2151,,2151,5121,51210,0,0,5121000
1925031,1925031,4,19,25,3,D,,,2152,21,52,2152,,52,21,5221,5221,2152,2152,,2152,5221,52210,0,0,5221000
1926031,1926031,4,19,26,3,D,,,2153,21,53,2153,,53,21,5321,5321,2153,2153,,2153,5321,53210,0,0,5321000
1927031,1927031,4,19,27,3,D,,,2154,21,54,2154,,54,21,5421,5421,2154,2154,,2154,5421,54210,0,0,5421000
1928031,1928031,4,19,28,3,D,,,2155,21,55,2155,,55,21,5521,5521,2155,2155,,2155,5521,55210,0,0,5521000
1929031,1929031,4,19,29,3,D,,,2156,21,56,2156,,56,21,5621,5621,2156,2156,,2156,5621,56210,0,0,5621000
1930031,1930031,4,19,30,3,D,,,2157,21,57,2157,,57,21,5721,5721,2157,2157,,2157,5721,57210,0,0,5721000
1931031,1931031,4,19,31,3,D,,,2158,21,58,2158,,58,21,5821,5821,2158,2158,,2158,5821,58210,0,0,5821000
1932031,1932031,4,19,32,3,D,,,2159,21,59,2159,,59,21,5921,5921,2159,2159,,2159,5921,59210,0,0,5921000
1933031,1933031,4,19,33,3,D,,,2160,21,60,2160,,60,21,6021,6021,2160,2160,,2160,6021,60210,0,0,6021000
1934031,1934031,4,19,34,3,D,,,2161,21,61,2161,,61,21,6121,6121,2161,2161,,2161,6121,61210,0,0,6121000
1935031,1935031,4,19,35,3,D,,,2162,21,62,2162,,62,21,6221,6221,2162,2162,,2162,6221,62210,0,0,6221000
1936031,1936031,4,19,36,3,D,,,2163,21,63,2163,,63,21,6321,6321,2163,2163,,2163,6321,63210,0,0,6321000
1937031,1937031,4,19,37,3,D,,,2164,21,64,2164,,64,21,6421,6421,2164,2164,,2164,6421,64210,0,0,6421000
2000001,2000001,1,20,0,0,D,,,2222,22,22,2222,1,22,22,2222,2222,2222,2222,,2222,2222,22220,0,0,2222000
2020001,2020001,3,20,20,0,D,,,2223,22,23,2223,,23,22,2322,2322,2223,2223,,2223,2322,23220,0,0,2322000
2021001,2021001,3,20,21,0,D,,,2224,22,24,2224,,24,22,2422,2422,2224,2224,,2224,2422,24220,0,0,2422000
2022001,2022001,3,20,22,0,D,,,2225,22,25,2225,,25,22,2522,2522,2225,2225,,2225,2522,25220,0,0,2522000
2023001,2023001,3,20,23,0,D,,,2226,22,26,2226,,26,22,2622,2622,2226,2226,,2226,2622,26220,0,0,2622000
2024001,2024001,3,20,24,0,D,,,2227,22,27,2227,,27,22,2722,2722,2227,2227,,2227,2722,27220,0,0,2722000
2025001,2025001,3,20,25,0,D,,,2228,22,28,2228,,28,22,2822,2822,2228,2228,,2228,2822,28220,0,0,2822000
2026001,2026001,3,20,26,0,D,,,2229,22,29,2229,,29,22,2922,2922,2229,2229,,2229,2922,29220,0,0,2922000
2027001,2027001,3,20,27,0,D,,,2230,22,30,2230,,30,22,3022,3022,2230,2230,,2230,3022,30220,0,0,3022000
2028001,2028001,3,20,28,0,D,,,2231,22,31,2231,,31,22,3122,3122,2231,2231,,2231,3122,31220,0,0,3122000
2029001,2029001,3,20,29,0,D,,,2232,22,32,2232,,32,22,3222,3222,2232,2232,,2232,3222,32220,0,0,3222000
2030001,2030001,3,20,30,0,D,,,2233,22,33,2233,,33,22,3322,3322,2233,2233,,2233,3322,33220,0,0,3322000
2031001,2031001,3,20,31,0,D,,,2234,22,34,2234,,34,22,3422,3422,2234,2234,,2234,3422,34220,0,0,3422000
2032001,2032001,3,20,32,0,D,,,2235,22,35,2235,,35,22,3522,3522,2235,2235,,2235,3522,35220,0,0,3522000
2033001,2033001,3,20,33,0,D,,,2236,22,36,2236,,36,22,3622,3622,2236,2236,,2236,3622,36220,0,0,3622000
2034001,2034001,3,20,34,0,D,,,2237,22,37,2237,,37,22,3722,3722,2237,2237,,2237,3722,37220,0,0,3722000
2035001,2035001,3,20,35,0,D,,,2238,22,38,2238,,38,22,3822,3822,2238,2238,,2238,3822,38220,0,0,3822000
2036001,2036001,3,20,36,0,D,,,2239,22,39,2239,,39,22,3922,3922,2239,2239,,2239,3922,39220,0,0,3922000
2037001,2037001,3,20,37,0,D,,,2240,22,40,2240,,40,22,4022,4022,2240,2240,,2240,4022,40220,0,0,4022000
2038001,2038001,3,20,38,0,D,,,2241,22,41,2241,,41,22,4122,4122,2241,2241,,2241,4122,41220,0,0,4122000
2039001,2039001,3,20,39,0,D,,,2242,22,42,2242,,42,22,4222,4222,2242,2242,,2242,4222,42220,0,0,4222000
2040001,2040001,3,20,40,0,D,,,2243,22,43,2243,,43,22,4322,4322,2243,2243,,2243,4322,43220,0,0,4322000
2041001,2041001,3,20,41,0,D,,,2244,22,44,2244,,44,22,4422,4422,2244,2244,,2244,4422,44220,0,0,4422000
2042001,2042001,3,20,42,0,D,,,2245,22,45,2245,,45,22,4522,4522,2245,2245,,2245,4522,45220,0,0,4522000
2000011,2000011,2,20,0,1,D,,,2246,22,46,2246,,46,22,4622,4622,2246,2246,,2246,4622,46220,0,0,4622000
2020011,2020011,4,20,20,1,D,,,2247,22,47,2247,,47,22,4722,4722,2247,2247,,2247,4722,47220,0,0,4722000
2021011,2021011,4,20,21,1,D,,,2248,22,48,2248,,48,22,4822,4822,2248,2248,,2248,4822,48220,0,0,4822000
2022011,2022011,4,20,22,1,D,,,2249,22,49,2249,,49,22,4922,4922,2249,2249,,2249,4922,49220,0,0,4922000
2023011,2023011,4,20,23,1,D,,,2250,22,50,2250,,50,22,5022,5022,2250,2250,,2250,5022,50220,0,0,5022000
2024011,2024011,4,20,24,1,D,,,2251,22,51,2251,,51,22,5122,5122,2251,2251,,2251,5122,51220,0,0,5122000
2025011,2025011,4,20,25,1,D,,,2252,22,52,2252,,52,22,5222,5222,2252,2252,,2252,5222,52220,0,0,5222000
