id,edad_1,edad_2,hijos,tipo,group
3434031,34,34,3,D,4
3434041,34,34,4,D,4
3434051,34,34,5,D,4
1834001,18,34,0,D,3
1934001,19,34,0,D,3
2034001,20,34,0,D,3
2134001,21,34,0,D,3
2234001,22,34,0,D,3
2334001,23,34,0,D,3
2434001,24,34,0,D,3
2534001,25,34,0,D,3
2634001,26,34,0,D,3
2734001,27,34,0,D,3
2834001,28,34,0,D,3
2934001,29,34,0,D,3
3034001,30,34,0,D,3
3134001,31,34,0,D,3
3234001,32,34,0,D,3
3334001,33,34,0,D,3
1834011,18,34,1,D,4
1934011,19,34,1,D,4
2034011,20,34,1,D,4
2134011,21,34,1,D,4
2234011,22,34,1,D,4
2334011,23,34,1,D,4
2434011,24,34,1,D,4
2534011,25,34,1,D,4
2634011,26,34,1,D,4
2734011,27,34,1,D,4
2834011,28,34,1,D,4
2934011,29,34,1,D,4
3034011,30,34,1,D,4
3134011,31,34,1,D,4
3234011,32,34,1,D,4
3334011,33,34,1,D,4
1834021,18,34,2,D,4
1934021,19,34,2,D,4
2034021,20,34,2,D,4
2134021,21,34,2,D,4
2234021,22,34,2,D,4
2334021,23,34,2,D,4
2434021,24,34,2,D,4
2534021,25,34,2,D,4
2634021,26,34,2,D,4
2734021,27,34,2,D,4
2834021,28,34,2,D,4
2934021,29,34,2,D,4
3034021,30,34,2,D,4
3134021,31,34,2,D,4
3234021,32,34,2,D,4
3334021,33,34,2,D,4
1834031,18,34,3,D,4
1934031,19,34,3,D,4
2034031,20,34,3,D,4
2134031,21,34,3,D,4
2234031,22,34,3,D,4
2334031,23,34,3,D,4
2434031,24,34,3,D,4
2534031,25,34,3,D,4
2634031,26,34,3,D,4
2734031,27,34,3,D,4
2834031,28,34,3,D,4
2934031,29,34,3,D,4
3034031,30,34,3,D,4
3134031,31,34,3,D,4
3234031,32,34,3,D,4
3334031,33,34,3,D,4
1834041,18,34,4,D,4
1934041,19,34,4,D,4
2034041,20,34,4,D,4
2134041,21,34,4,D,4
2234041,22,34,4,D,4
2334041,23,34,4,D,4
2434041,24,34,4,D,4
2534041,25,34,4,D,4
2634041,26,34,4,D,4
2734041,27,34,4,D,4
2834041,28,34,4,D,4
2934041,29,34,4,D,4
3034041,30,34,4,D,4
3134041,31,34,4,D,4
3234041,32,34,4,D,4
3334041,33,34,4,D,4
1834051,18,34,5,D,4
1934051,19,34,5,D,4
2034051,20,34,5,D,4
2134051,21,34,5,D,4
2234051,22,34,5,D,4
2334051,23,34,5,D,4
2434051,24,34,5,D,4
2534051,25,34,5,D,4
2634051,26,34,5,D,4
2734051,27,34,5,D,4
2834051,28,34,5,D,4
2934051,29,34,5,D,4
3034051,30,34,5,D,4
3134051,31,34,5,D,4
3234051,32,34,5,D,4
3334051,33,34,5,D,4
3535001,35,35,0,D,3
3535011,35,35,1,D,4
3535021,35,35,2,D,4
3535031,35,35,3,D,4
3535041,35,35,4,D,4
3535051,35,35,5,D,4
1835001,18,35,0,D,3
1935001,19,35,0,D,3
2035001,20,35,0,D,3
2135001,21,35,0,D,3
2235001,22,35,0,D,3
2335001,23,35,0,D,3
2435001,24,35,0,D,3
2535001,25,35,0,D,3
2635001,26,35,0,D,3
2735001,27,35,0,D,3
2835001,28,35,0,D,3
2935001,29,35,0,D,3
3035001,30,35,0,D,3
3135001,31,35,0,D,3
3235001,32,35,0,D,3
3335001,33,35,0,D,3
3435001,34,35,0,D,3
1835011,18,35,1,D,4
1935011,19,35,1,D,4
2035011,20,35,1,D,4
2135011,21,35,1,D,4
2235011,22,35,1,D,4
2335011,23,35,1,D,4
2435011,24,35,1,D,4
2535011,25,35,1,D,4
2635011,26,35,1,D,4
2735011,27,35,1,D,4
2835011,28,35,1,D,4
2935011,29,35,1,D,4
3035011,30,35,1,D,4
3135011,31,35,1,D,4
3235011,32,35,1,D,4
3335011,33,35,1,D,4
3435011,34,35,1,D,4
1835021,18,35,2,D,4
1935021,19,35,2,D,4
2035021,20,35,2,D,4
2135021,21,35,2,D,4
2235021,22,35,2,D,4
2335021,23,35,2,D,4
2435021,24,35,2,D,4
2535021,25,35,2,D,4
2635021,26,35,2,D,4
2735021,27,35,2,D,4
2835021,28,35,2,D,4
2935021,29,35,2,D,4
3035021,30,35,2,D,4
3135021,31,35,2,D,4
3235021,32,35,2,D,4
3335021,33,35,2,D,4
3435021,34,35,2,D,4
1835031,18,35,3,D,4
1935031,19,35,3,D,4
2035031,20,35,3,D,4
2135031,21,35,3,D,4
2235031,22,35,3,D,4
2335031,23,35,3,D,4
2435031,24,35,3,D,4
2535031,25,35,3,D,4
2635031,26,35,3,D,4
2735031,27,35,3,D,4
2835031,28,35,3,D,4
2935031,29,35,3,D,4
3035031,30,35,3,D,4
3135031,31,35,3,D,4
3235031,32,35,3,D,4
3335031,33,35,3,D,4
3435031,34,35,3,D,4
1835041,18,35,4,D,4
1935041,19,35,4,D,4
2035041,20,35,4,D,4
